AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,PersonKey
ACC02108,CASE01175,Damini Jhaveri,31,F,A2,PER00455
ACC02109,CASE01176,Raksha Jaggi,31,F,A1,PER01743
ACC02110,CASE01176,Isaiah Sengupta,49,M,A2,PER01258
ACC02111,CASE01177,Laban Banik,18,M,A1,PER01744
ACC02112,CASE01177,Daksh Bhatia,19,M,A2,PER01745
ACC02113,CASE01178,Kiaan Salvi,38,M,A1,PER01746
ACC02114,CASE01179,Zayan Kaul,48,M,A1,PER01747
ACC02115,CASE01179,Yagnesh Batta,31,M,A2,PER01748
ACC02116,CASE01180,Maanav Peri,23,M,A1,PER01749
ACC02117,CASE01180,Raksha Jaggi,32,F,A2,PER01743
ACC02118,CASE01180,Rushil Dar,56,M,A3,PER01750
ACC02119,CASE01181,Ronith Maharaj,30,M,A1,PER00660
ACC02120,CASE01182,Gagan Pall,54,M,A1,PER01751
ACC02121,CASE01183,Ucchal De,20,F,A1,PER01752
ACC02122,CASE01184,Adya Lad,27,F,A1,PER01753
ACC02123,CASE01184,Nakul Gupta,61,M,A2,PER01754
ACC02124,CASE01185,Darpan Bahri,18,M,A1,PER01755
ACC02125,CASE01186,Gopal Konda,52,M,A1,PER01756
ACC02126,CASE01187,Azad Kar,29,M,A1,PER01757
ACC02127,CASE01187,Aarush Gola,36,M,A2,PER01758
ACC02128,CASE01187,Patrick Doshi,29,M,A3,PER01759
ACC02129,CASE01188,Patrick Narayan,65,M,A1,PER01760
ACC02130,CASE01189,William Bera,63,M,A1,PER01761
ACC02131,CASE01189,Vedika Vala,18,F,A2,PER01762
ACC02132,CASE01190,Daksh Chokshi,39,M,A1,PER01763
ACC02133,CASE01190,Gaurang Buch,45,M,A2,PER01764
ACC02134,CASE01190,Harsh Cheema,43,M,A3,PER00569
ACC02135,CASE01191,Nachiket Nagar,27,M,A1,PER01765
ACC02136,CASE01191,Karan Grover,56,M,A2,PER01766
ACC02137,CASE01191,Hemang Gole,57,M,A3,PER01767
ACC02138,CASE01192,Zaid Varma,20,M,A1,PER01768
ACC02139,CASE01193,Chakradhar Kibe,28,M,A1,PER01769
ACC02140,CASE01194,Kalpit Din,24,M,A1,PER01770
ACC02141,CASE01194,Panini Nagy,23,F,A2,PER01346
ACC02142,CASE01195,Gaurav Mane,27,M,A1,PER01771
ACC02143,CASE01195,Rohan Talwar,57,M,A2,PER01772
ACC02144,CASE01196,Ria Kar,22,F,A1,PER01773
ACC02145,CASE01197,Ekani Golla,62,F,A1,PER01774
ACC02146,CASE01197,Gaurika Atwal,42,F,A2,PER01775
ACC02147,CASE01197,Jai Kar,62,M,A3,PER01776
ACC02148,CASE01198,Sarthak Salvi,16,M,A1,PER01777
ACC02149,CASE01199,Jagat Taneja,35,M,A1,PER01778
ACC02150,CASE01200,Manan Bhargava,51,M,A1,PER01779
ACC02151,CASE01200,Shivansh Halder,58,M,A2,PER01780
